Namespace(corpus='mrda', mode='train', nclass=5, batch_size=4, batch_size_val=2, emb_batch=256, epochs=100, gpu='0,1', lr=5e-05, nlayer=1, chunk_size=350, dropout=0.3, speaker_info='none', topic_info='none', nfinetune=2, attention_heads=4, seed=0)
Tokenizing train....
Done
Tokenizing val....
Done
Tokenizing test....
Done
Done

Let's use 2 GPUs!
Initializing model....
********************Epoch: 1********************
Batch: 1/60	loss: 1.719	loss_act:1.719
Batch: 4/60	loss: 1.273	loss_act:1.273
Batch: 7/60	loss: 1.308	loss_act:1.308
Batch: 10/60	loss: 1.251	loss_act:1.251
Batch: 13/60	loss: 1.211	loss_act:1.211
Batch: 16/60	loss: 1.213	loss_act:1.213
Batch: 19/60	loss: 1.125	loss_act:1.125
Batch: 22/60	loss: 1.097	loss_act:1.097
Batch: 25/60	loss: 1.037	loss_act:1.037
Batch: 28/60	loss: 1.060	loss_act:1.060
Batch: 31/60	loss: 1.001	loss_act:1.001
Batch: 34/60	loss: 0.923	loss_act:0.923
Batch: 37/60	loss: 0.973	loss_act:0.973
Batch: 40/60	loss: 0.916	loss_act:0.916
Batch: 43/60	loss: 0.976	loss_act:0.976
Batch: 46/60	loss: 0.783	loss_act:0.783
Batch: 49/60	loss: 0.767	loss_act:0.767
Batch: 52/60	loss: 0.629	loss_act:0.629
Batch: 55/60	loss: 0.564	loss_act:0.564
Batch: 58/60	loss: 0.566	loss_act:0.566
Batch: 60/60	loss: 0.514	loss_act:0.514
Epoch 1	Train Loss: 0.987	Val Acc: 0.848	Test Acc: 0.860
Best Epoch: 1	Best Epoch Val Acc: 0.848	Best Epoch Test Acc: 0.860, Best Test Acc: 0.860

********************Epoch: 2********************
Batch: 1/60	loss: 0.452	loss_act:0.452
Batch: 4/60	loss: 0.360	loss_act:0.360
Batch: 7/60	loss: 0.496	loss_act:0.496
Batch: 10/60	loss: 0.415	loss_act:0.415
Batch: 13/60	loss: 0.410	loss_act:0.410
Batch: 16/60	loss: 0.348	loss_act:0.348
Batch: 19/60	loss: 0.411	loss_act:0.411
Batch: 22/60	loss: 0.344	loss_act:0.344
Batch: 25/60	loss: 0.321	loss_act:0.321
Batch: 28/60	loss: 0.323	loss_act:0.323
Batch: 31/60	loss: 0.284	loss_act:0.284
Batch: 34/60	loss: 0.319	loss_act:0.319
Batch: 37/60	loss: 0.321	loss_act:0.321
Batch: 40/60	loss: 0.332	loss_act:0.332
Batch: 43/60	loss: 0.340	loss_act:0.340
Batch: 46/60	loss: 0.346	loss_act:0.346
Batch: 49/60	loss: 0.280	loss_act:0.280
Batch: 52/60	loss: 0.311	loss_act:0.311
Batch: 55/60	loss: 0.273	loss_act:0.273
Batch: 58/60	loss: 0.284	loss_act:0.284
Batch: 60/60	loss: 0.274	loss_act:0.274
Epoch 2	Train Loss: 0.346	Val Acc: 0.878	Test Acc: 0.894
Best Epoch: 2	Best Epoch Val Acc: 0.878	Best Epoch Test Acc: 0.894, Best Test Acc: 0.894

********************Epoch: 3********************
Batch: 1/60	loss: 0.284	loss_act:0.284
Batch: 4/60	loss: 0.255	loss_act:0.255
Batch: 7/60	loss: 0.344	loss_act:0.344
Batch: 10/60	loss: 0.291	loss_act:0.291
Batch: 13/60	loss: 0.288	loss_act:0.288
Batch: 16/60	loss: 0.344	loss_act:0.344
Batch: 19/60	loss: 0.277	loss_act:0.277
Batch: 22/60	loss: 0.311	loss_act:0.311
Batch: 25/60	loss: 0.227	loss_act:0.227
Batch: 28/60	loss: 0.261	loss_act:0.261
Batch: 31/60	loss: 0.338	loss_act:0.338
Batch: 34/60	loss: 0.313	loss_act:0.313
Batch: 37/60	loss: 0.305	loss_act:0.305
Batch: 40/60	loss: 0.291	loss_act:0.291
Batch: 43/60	loss: 0.264	loss_act:0.264
Batch: 46/60	loss: 0.278	loss_act:0.278
Batch: 49/60	loss: 0.243	loss_act:0.243
Batch: 52/60	loss: 0.256	loss_act:0.256
Batch: 55/60	loss: 0.306	loss_act:0.306
Batch: 58/60	loss: 0.288	loss_act:0.288
Batch: 60/60	loss: 0.292	loss_act:0.292
Epoch 3	Train Loss: 0.282	Val Acc: 0.886	Test Acc: 0.901
Best Epoch: 3	Best Epoch Val Acc: 0.886	Best Epoch Test Acc: 0.901, Best Test Acc: 0.901

********************Epoch: 4********************
Batch: 1/60	loss: 0.279	loss_act:0.279
Batch: 4/60	loss: 0.238	loss_act:0.238
Batch: 7/60	loss: 0.298	loss_act:0.298
Batch: 10/60	loss: 0.267	loss_act:0.267
Batch: 13/60	loss: 0.230	loss_act:0.230
Batch: 16/60	loss: 0.259	loss_act:0.259
Batch: 19/60	loss: 0.297	loss_act:0.297
Batch: 22/60	loss: 0.261	loss_act:0.261
Batch: 25/60	loss: 0.244	loss_act:0.244
Batch: 28/60	loss: 0.276	loss_act:0.276
Batch: 31/60	loss: 0.253	loss_act:0.253
Batch: 34/60	loss: 0.323	loss_act:0.323
Batch: 37/60	loss: 0.266	loss_act:0.266
Batch: 40/60	loss: 0.212	loss_act:0.212
Batch: 43/60	loss: 0.225	loss_act:0.225
Batch: 46/60	loss: 0.283	loss_act:0.283
Batch: 49/60	loss: 0.236	loss_act:0.236
Batch: 52/60	loss: 0.253	loss_act:0.253
Batch: 55/60	loss: 0.190	loss_act:0.190
Batch: 58/60	loss: 0.262	loss_act:0.262
Batch: 60/60	loss: 0.306	loss_act:0.306
Epoch 4	Train Loss: 0.267	Val Acc: 0.884	Test Acc: 0.902
Best Epoch: 3	Best Epoch Val Acc: 0.886	Best Epoch Test Acc: 0.901, Best Test Acc: 0.902

